Student_ID,Name,Age,Gender,Interests,Strengths,Skills,Math,Physics,Chemistry,Biology,English,Computer_Science,History,Attendance_pct,Learning_Style,Average_Marks,Personality,Goals,Budget,Suggested_Career,Recommended_Course,Scholarship_Option
2609,Student_02609,20,Other,Arts,Leadership,Drawing;Java;Statistics,69,53,56,84,64,42,99,97.6,Reading/Writing,66.71,Introvert,Develop new skills,Low,Data Analyst,Graphic Design,STEM Scholarship
2610,Student_02610,15,Other,Maths,Creativity,Drawing;UI Design,77,87,52,73,87,40,59,73.6,Auditory,67.86,Introvert,Higher studies,Medium,Data Analyst,Math Foundations,National Merit Scholarship
2611,Student_02611,20,Female,Design,Analysis,Excel;Drawing,86,70,52,75,84,66,75,92.4,Auditory,72.57,Introvert,Develop new skills,High,Doctor,Math Foundations,STEM Scholarship
2612,Student_02612,21,Other,Maths,Leadership,Physics,62,97,53,82,77,51,63,87.5,Auditory,69.29,Introvert,Higher studies,Low,Designer,Biology 101,Need-based Aid
2613,Student_02613,15,Female,Science,Logical Thinking,Biology,72,59,44,98,86,70,88,80.8,Reading/Writing,73.86,Introvert,Higher studies,High,Civil Engineer,Graphic Design,National Merit Scholarship
2614,Student_02614,21,Male,Medicine,Logical Thinking,Marketing;SQL;Machine Learning,44,40,61,84,41,55,77,63.5,Reading/Writing,57.43,Ambivert,Get a good job,Low,Research Scientist,Business Management,STEM Scholarship
2615,Student_02615,21,Other,Sports,Leadership,SQL;Physics;Excel,54,100,88,43,89,75,97,66.2,Auditory,78.0,Extrovert,Get a good job,Medium,Mechanical Engineer,Business Management,Arts Talent Scholarship
2616,Student_02616,17,Other,Business,Creativity,Excel;SQL,86,49,55,100,89,51,42,77.5,Kinesthetic,67.43,Ambivert,Develop new skills,Low,Data Analyst,Graphic Design,Need-based Aid
2617,Student_02617,16,Male,Science,Logical Thinking,Public Speaking;SQL,41,44,83,76,57,64,71,61.5,Visual,62.29,Extrovert,Get a good job,Low,Research Scientist,Python Basics,Arts Talent Scholarship
2618,Student_02618,18,Female,Maths,Creativity,SQL,52,88,66,48,58,75,68,72.3,Kinesthetic,65.0,Extrovert,Higher studies,Low,Civil Engineer,Business Management,Need-based Aid
2619,Student_02619,15,Female,Sports,Creativity,Public Speaking;Java,41,85,66,88,52,79,96,86.0,Kinesthetic,72.43,Ambivert,Get a good job,High,Designer,Biology 101,National Merit Scholarship
2620,Student_02620,20,Female,Design,Communication,UI Design,66,77,75,56,81,54,96,76.6,Auditory,72.14,Ambivert,Higher studies,Medium,Entrepreneur,Biology 101,National Merit Scholarship
2621,Student_02621,22,Female,Business,Creativity,Public Speaking;UI Design,70,85,71,96,73,63,76,65.5,Kinesthetic,76.29,Extrovert,Higher studies,Medium,Data Analyst,Business Management,STEM Scholarship
2622,Student_02622,21,Female,Technology,Leadership,Drawing;Biology;Excel,96,64,42,58,48,57,57,73.0,Auditory,60.29,Extrovert,Develop new skills,Medium,Software Engineer,Data Science Intro,National Merit Scholarship
2623,Student_02623,21,Other,Arts,Leadership,Excel;SQL,74,98,44,98,65,88,46,88.9,Auditory,73.29,Extrovert,Develop new skills,Low,Doctor,Business Management,Arts Talent Scholarship
2624,Student_02624,14,Male,Science,Communication,Public Speaking,56,45,80,50,67,79,97,92.9,Visual,67.71,Ambivert,Develop new skills,Medium,Entrepreneur,Machine Learning Basics,National Merit Scholarship
2625,Student_02625,14,Other,Medicine,Problem Solving,Excel;Public Speaking;Python,95,71,94,86,87,72,53,85.0,Auditory,79.71,Ambivert,Get a good job,Low,Doctor,Business Management,Arts Talent Scholarship
2626,Student_02626,14,Male,Design,Communication,Marketing;Drawing;Physics,97,42,44,96,100,65,63,77.9,Kinesthetic,72.43,Extrovert,Develop new skills,Medium,Research Scientist,Biology 101,STEM Scholarship
2627,Student_02627,16,Other,Maths,Problem Solving,Machine Learning;Public Speaking;Python,90,61,65,43,95,96,61,99.6,Reading/Writing,73.0,Introvert,Start a business,Low,Software Engineer,Business Management,Need-based Aid
2628,Student_02628,14,Male,Medicine,Analysis,Java,96,91,83,95,44,82,61,67.7,Visual,78.86,Extrovert,Develop new skills,Medium,Software Engineer,Machine Learning Basics,STEM Scholarship
2629,Student_02629,18,Female,Business,Analysis,Public Speaking;Excel;Statistics,72,45,58,53,54,88,84,95.8,Reading/Writing,64.86,Ambivert,Develop new skills,Medium,Civil Engineer,Graphic Design,Arts Talent Scholarship
2630,Student_02630,18,Female,Science,Analysis,Biology;Marketing;Drawing,66,41,63,52,55,95,73,81.9,Kinesthetic,63.57,Ambivert,Develop new skills,High,Mechanical Engineer,Biology 101,National Merit Scholarship
2631,Student_02631,22,Other,Maths,Leadership,Physics;SQL,75,42,58,46,58,80,41,67.7,Auditory,57.14,Extrovert,Develop new skills,Medium,Entrepreneur,Python Basics,STEM Scholarship
2632,Student_02632,20,Male,Sports,Analysis,Python;Drawing;Machine Learning,81,87,97,78,53,96,41,84.0,Kinesthetic,76.14,Extrovert,Higher studies,Low,Doctor,Python Basics,STEM Scholarship
2633,Student_02633,18,Other,Business,Communication,Excel;UI Design,78,41,98,42,70,51,61,76.0,Reading/Writing,63.0,Introvert,Higher studies,Low,Mechanical Engineer,Math Foundations,STEM Scholarship
2634,Student_02634,20,Female,Design,Leadership,Public Speaking,84,44,81,83,63,46,90,62.1,Visual,70.14,Introvert,Develop new skills,Medium,Civil Engineer,Biology 101,Need-based Aid
2635,Student_02635,21,Other,Business,Leadership,UI Design;Machine Learning;Biology,87,48,86,100,48,57,95,84.1,Reading/Writing,74.43,Introvert,Develop new skills,Low,Mechanical Engineer,Biology 101,Arts Talent Scholarship
2636,Student_02636,19,Female,Maths,Creativity,Excel,59,61,56,82,41,99,50,81.5,Kinesthetic,64.0,Extrovert,Higher studies,High,Research Scientist,Data Science Intro,Need-based Aid
2637,Student_02637,21,Female,Technology,Problem Solving,Machine Learning,64,64,71,57,89,74,73,77.1,Reading/Writing,70.29,Ambivert,Get a good job,High,Civil Engineer,Business Management,Need-based Aid
2638,Student_02638,17,Other,Maths,Communication,SQL,84,55,60,77,42,87,86,96.0,Kinesthetic,70.14,Ambivert,Get a good job,High,Teacher,Machine Learning Basics,Arts Talent Scholarship
2639,Student_02639,18,Female,Technology,Creativity,Python;Public Speaking,48,63,59,57,61,86,49,79.2,Reading/Writing,60.43,Introvert,Get a good job,High,Entrepreneur,Graphic Design,Need-based Aid
2640,Student_02640,16,Other,Design,Communication,Public Speaking,60,45,95,79,55,79,47,97.3,Reading/Writing,65.71,Introvert,Higher studies,Medium,Research Scientist,Data Science Intro,National Merit Scholarship
2641,Student_02641,17,Female,Medicine,Leadership,Excel;Statistics;Python,75,81,81,63,74,71,70,78.4,Reading/Writing,73.57,Extrovert,Get a good job,Low,Designer,Business Management,STEM Scholarship
2642,Student_02642,16,Female,Medicine,Analysis,Public Speaking;Marketing;Java,92,55,45,88,70,89,70,62.7,Reading/Writing,72.71,Introvert,Develop new skills,Medium,Civil Engineer,Math Foundations,Need-based Aid
2643,Student_02643,15,Female,Sports,Creativity,Java;Biology;SQL,47,55,40,100,52,49,87,92.0,Auditory,61.43,Extrovert,Develop new skills,Medium,Software Engineer,Business Management,Arts Talent Scholarship
2644,Student_02644,20,Female,Business,Communication,Public Speaking;UI Design;Python,89,60,54,65,59,57,91,69.9,Kinesthetic,67.86,Ambivert,Start a business,Medium,Data Analyst,Data Science Intro,National Merit Scholarship
2645,Student_02645,21,Female,Arts,Problem Solving,Machine Learning;Python;Statistics,84,51,95,73,79,55,97,70.2,Auditory,76.29,Ambivert,Get a good job,Low,Doctor,Machine Learning Basics,National Merit Scholarship
2646,Student_02646,19,Male,Medicine,Communication,Marketing,80,62,65,73,67,79,66,83.9,Visual,70.29,Introvert,Higher studies,Low,Designer,Python Basics,Arts Talent Scholarship
2647,Student_02647,16,Female,Science,Communication,Physics,80,69,60,72,84,57,84,92.1,Reading/Writing,72.29,Extrovert,Develop new skills,Low,Doctor,Biology 101,Need-based Aid
2648,Student_02648,17,Male,Sports,Creativity,Java;Excel,59,97,49,41,45,75,57,70.3,Kinesthetic,60.43,Extrovert,Develop new skills,Medium,Data Analyst,Biology 101,STEM Scholarship
2649,Student_02649,19,Male,Medicine,Communication,Python,53,44,74,59,44,80,81,97.5,Reading/Writing,62.14,Introvert,Higher studies,High,Mechanical Engineer,Graphic Design,STEM Scholarship
2650,Student_02650,17,Female,Medicine,Communication,Physics;Marketing;Java,87,44,48,92,82,91,43,68.8,Kinesthetic,69.57,Ambivert,Develop new skills,Medium,Doctor,Biology 101,Arts Talent Scholarship
2651,Student_02651,18,Other,Science,Problem Solving,SQL;Excel;Drawing,85,72,97,78,47,97,59,87.2,Kinesthetic,76.43,Introvert,Start a business,High,Teacher,Machine Learning Basics,STEM Scholarship
2652,Student_02652,19,Other,Medicine,Creativity,Machine Learning;Java;Python,71,84,72,45,93,88,55,91.3,Kinesthetic,72.57,Ambivert,Develop new skills,Medium,Data Analyst,Data Science Intro,Arts Talent Scholarship
2653,Student_02653,14,Female,Technology,Leadership,SQL,95,87,60,41,63,84,96,81.4,Auditory,75.14,Ambivert,Start a business,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
2654,Student_02654,18,Female,Business,Problem Solving,Python,65,79,41,82,80,81,67,64.3,Kinesthetic,70.71,Ambivert,Develop new skills,Low,Civil Engineer,Data Science Intro,Arts Talent Scholarship
2655,Student_02655,17,Male,Sports,Problem Solving,SQL;Marketing,64,59,54,88,78,90,56,70.9,Auditory,69.86,Ambivert,Get a good job,High,Entrepreneur,Graphic Design,National Merit Scholarship
2656,Student_02656,14,Other,Arts,Logical Thinking,Statistics,76,62,99,99,43,70,75,79.9,Visual,74.86,Extrovert,Higher studies,High,Software Engineer,Machine Learning Basics,National Merit Scholarship
2657,Student_02657,17,Female,Sports,Creativity,Excel;Drawing;Java,49,41,97,61,83,63,89,88.4,Kinesthetic,69.0,Ambivert,Develop new skills,Low,Research Scientist,Graphic Design,Need-based Aid
2658,Student_02658,19,Female,Business,Logical Thinking,SQL;Biology,93,91,54,78,55,78,77,90.9,Auditory,75.14,Introvert,Get a good job,High,Entrepreneur,Python Basics,Arts Talent Scholarship
2659,Student_02659,21,Other,Design,Leadership,SQL,100,94,40,83,94,76,61,79.3,Auditory,78.29,Ambivert,Develop new skills,High,Designer,Python Basics,National Merit Scholarship
2660,Student_02660,22,Other,Medicine,Communication,Machine Learning;Excel;SQL,58,65,88,90,80,84,86,60.7,Reading/Writing,78.71,Extrovert,Start a business,Medium,Doctor,Math Foundations,Arts Talent Scholarship
2661,Student_02661,20,Other,Design,Problem Solving,Drawing,68,46,100,74,91,80,72,77.9,Reading/Writing,75.86,Extrovert,Get a good job,High,Research Scientist,Machine Learning Basics,National Merit Scholarship
2662,Student_02662,16,Male,Design,Communication,Drawing;Python;Marketing,65,90,97,77,98,43,96,78.5,Kinesthetic,80.86,Introvert,Get a good job,High,Mechanical Engineer,Machine Learning Basics,Arts Talent Scholarship
2663,Student_02663,22,Female,Design,Analysis,Excel,50,42,49,59,80,90,56,93.0,Kinesthetic,60.86,Introvert,Develop new skills,Low,Data Analyst,Business Management,Need-based Aid
2664,Student_02664,15,Other,Science,Problem Solving,Drawing,43,88,52,88,65,71,98,67.2,Visual,72.14,Ambivert,Develop new skills,High,Teacher,Data Science Intro,Need-based Aid
2665,Student_02665,15,Other,Medicine,Analysis,Java;Marketing;Public Speaking,44,41,71,84,76,54,62,67.3,Kinesthetic,61.71,Extrovert,Start a business,Low,Software Engineer,Business Management,STEM Scholarship
2666,Student_02666,15,Other,Sports,Problem Solving,Python;Statistics;Java,45,80,95,73,54,51,45,73.2,Visual,63.29,Introvert,Develop new skills,Medium,Data Analyst,Machine Learning Basics,Need-based Aid
2667,Student_02667,20,Other,Technology,Creativity,SQL,64,41,91,58,49,75,94,86.5,Visual,67.43,Extrovert,Develop new skills,Low,Designer,Data Science Intro,Arts Talent Scholarship
2668,Student_02668,20,Other,Technology,Communication,Statistics;Python,64,43,90,65,43,67,69,98.4,Auditory,63.0,Extrovert,Develop new skills,High,Research Scientist,Business Management,STEM Scholarship
2669,Student_02669,15,Female,Maths,Leadership,Python,43,69,50,91,78,41,72,86.4,Reading/Writing,63.43,Ambivert,Get a good job,High,Data Analyst,Math Foundations,National Merit Scholarship
2670,Student_02670,21,Male,Business,Analysis,Public Speaking;Machine Learning,95,83,67,87,61,74,80,74.8,Kinesthetic,78.14,Extrovert,Get a good job,Low,Designer,Biology 101,Need-based Aid
2671,Student_02671,19,Other,Technology,Analysis,Statistics;Python;Excel,88,79,85,79,77,93,80,68.7,Reading/Writing,83.0,Ambivert,Start a business,High,Mechanical Engineer,Graphic Design,STEM Scholarship
2672,Student_02672,17,Male,Science,Communication,Biology;UI Design,56,96,53,41,56,79,92,81.8,Visual,67.57,Extrovert,Get a good job,Low,Software Engineer,Data Science Intro,Need-based Aid
2673,Student_02673,21,Female,Business,Communication,Physics;Biology,91,85,89,79,67,91,58,91.6,Visual,80.0,Extrovert,Higher studies,High,Doctor,Graphic Design,National Merit Scholarship
2674,Student_02674,15,Female,Arts,Logical Thinking,Python,52,93,91,62,72,50,45,79.0,Auditory,66.43,Extrovert,Higher studies,High,Designer,Machine Learning Basics,National Merit Scholarship
2675,Student_02675,22,Male,Technology,Leadership,Machine Learning;Python;SQL,96,84,72,85,67,96,84,63.2,Auditory,83.43,Extrovert,Get a good job,Medium,Teacher,Math Foundations,STEM Scholarship
2676,Student_02676,14,Female,Business,Logical Thinking,Public Speaking;Drawing,45,46,48,68,46,84,65,80.7,Visual,57.43,Ambivert,Get a good job,High,Civil Engineer,Biology 101,Need-based Aid
2677,Student_02677,17,Female,Arts,Problem Solving,Drawing;Java,70,52,92,81,68,47,44,60.5,Visual,64.86,Extrovert,Develop new skills,High,Mechanical Engineer,Graphic Design,Need-based Aid
2678,Student_02678,18,Male,Technology,Analysis,Physics,95,78,93,59,67,75,76,73.4,Reading/Writing,77.57,Extrovert,Higher studies,Medium,Doctor,Graphic Design,Need-based Aid
2679,Student_02679,21,Female,Design,Logical Thinking,Biology;Machine Learning,93,76,63,45,64,80,97,75.4,Auditory,74.0,Ambivert,Higher studies,High,Designer,Math Foundations,Need-based Aid
2680,Student_02680,14,Male,Technology,Logical Thinking,Python;Excel;Physics,85,81,43,83,68,90,81,92.4,Kinesthetic,75.86,Ambivert,Get a good job,High,Mechanical Engineer,Math Foundations,STEM Scholarship
2681,Student_02681,16,Male,Science,Logical Thinking,Public Speaking;UI Design,49,61,85,77,66,44,84,63.7,Kinesthetic,66.57,Ambivert,Higher studies,Low,Research Scientist,Machine Learning Basics,Arts Talent Scholarship
2682,Student_02682,15,Female,Arts,Logical Thinking,Machine Learning;Python;Java,51,75,87,88,72,45,60,88.8,Reading/Writing,68.29,Extrovert,Get a good job,High,Designer,Python Basics,National Merit Scholarship
2683,Student_02683,19,Male,Sports,Communication,Marketing,92,76,53,66,55,60,67,81.1,Reading/Writing,67.0,Extrovert,Higher studies,Medium,Civil Engineer,Data Science Intro,Arts Talent Scholarship
2684,Student_02684,18,Male,Medicine,Analysis,Drawing;Statistics,91,74,71,87,58,55,41,84.7,Kinesthetic,68.14,Extrovert,Start a business,Low,Designer,Data Science Intro,Need-based Aid
2685,Student_02685,22,Male,Technology,Leadership,Python;Excel,86,100,80,51,77,94,61,64.2,Auditory,78.43,Ambivert,Get a good job,High,Teacher,Graphic Design,Arts Talent Scholarship
2686,Student_02686,22,Male,Medicine,Creativity,Public Speaking;Biology,54,46,95,99,51,61,73,63.8,Reading/Writing,68.43,Extrovert,Develop new skills,Low,Teacher,Python Basics,Arts Talent Scholarship
2687,Student_02687,15,Other,Design,Logical Thinking,Marketing;Public Speaking,67,61,85,51,94,89,48,72.1,Reading/Writing,70.71,Ambivert,Start a business,Low,Mechanical Engineer,Business Management,STEM Scholarship
2688,Student_02688,15,Female,Business,Problem Solving,Statistics;Biology,63,84,82,49,80,75,59,73.1,Reading/Writing,70.29,Introvert,Start a business,Low,Software Engineer,Graphic Design,Need-based Aid
2689,Student_02689,18,Other,Business,Logical Thinking,Python;Public Speaking;Java,66,59,74,69,73,59,47,69.0,Auditory,63.86,Introvert,Higher studies,Medium,Mechanical Engineer,Python Basics,Need-based Aid
2690,Student_02690,22,Male,Sports,Communication,Marketing;SQL;Drawing,80,98,95,90,48,98,56,74.5,Kinesthetic,80.71,Ambivert,Get a good job,Medium,Software Engineer,Math Foundations,STEM Scholarship
2691,Student_02691,19,Male,Technology,Problem Solving,Java;Physics,59,66,46,91,56,46,46,85.8,Visual,58.57,Introvert,Get a good job,Medium,Civil Engineer,Machine Learning Basics,STEM Scholarship
2692,Student_02692,15,Other,Arts,Leadership,Machine Learning;Biology;Physics,73,56,58,75,97,85,40,87.0,Auditory,69.14,Extrovert,Develop new skills,Low,Doctor,Biology 101,Need-based Aid
2693,Student_02693,15,Female,Medicine,Logical Thinking,Physics;Biology;Excel,40,93,77,46,83,68,58,70.9,Kinesthetic,66.43,Introvert,Get a good job,High,Designer,Python Basics,STEM Scholarship
2694,Student_02694,16,Other,Science,Analysis,Statistics;Excel,79,88,64,60,75,87,58,61.3,Auditory,73.0,Extrovert,Develop new skills,Medium,Entrepreneur,Data Science Intro,Need-based Aid
2695,Student_02695,19,Other,Design,Creativity,Python;Drawing;Biology,75,96,64,60,66,51,66,61.7,Visual,68.29,Ambivert,Get a good job,Medium,Research Scientist,Python Basics,National Merit Scholarship
2696,Student_02696,22,Other,Science,Problem Solving,Biology;Python;Machine Learning,61,99,52,69,74,49,74,98.9,Reading/Writing,68.29,Ambivert,Higher studies,High,Doctor,Python Basics,STEM Scholarship
2697,Student_02697,14,Female,Maths,Problem Solving,Statistics;Java;Excel,87,50,100,50,53,95,85,83.6,Reading/Writing,74.29,Ambivert,Develop new skills,Low,Data Analyst,Graphic Design,Arts Talent Scholarship
2698,Student_02698,15,Female,Maths,Leadership,Python;Public Speaking;UI Design,93,89,83,97,48,69,86,65.4,Auditory,80.71,Ambivert,Start a business,Low,Research Scientist,Biology 101,STEM Scholarship
2699,Student_02699,19,Other,Sports,Communication,Drawing;Java;Biology,75,77,89,97,80,92,74,79.5,Kinesthetic,83.43,Ambivert,Start a business,Medium,Data Analyst,Python Basics,STEM Scholarship
2700,Student_02700,17,Male,Business,Communication,SQL;Physics;Public Speaking,94,49,97,72,81,54,56,76.0,Auditory,71.86,Ambivert,Get a good job,Medium,Data Analyst,Math Foundations,National Merit Scholarship
2701,Student_02701,19,Female,Design,Communication,Python,84,80,49,77,66,45,57,88.8,Visual,65.43,Ambivert,Start a business,Low,Mechanical Engineer,Biology 101,Arts Talent Scholarship
2702,Student_02702,16,Other,Science,Creativity,Excel;SQL,79,83,86,84,46,57,61,94.0,Visual,70.86,Introvert,Get a good job,Medium,Doctor,Business Management,Arts Talent Scholarship
2703,Student_02703,19,Other,Technology,Leadership,Public Speaking;Marketing;Excel,56,42,93,42,76,95,51,76.8,Reading/Writing,65.0,Extrovert,Get a good job,Medium,Doctor,Python Basics,National Merit Scholarship
2704,Student_02704,22,Other,Science,Communication,Python;Statistics,76,97,71,58,95,53,88,86.3,Kinesthetic,76.86,Extrovert,Start a business,High,Doctor,Math Foundations,STEM Scholarship
2705,Student_02705,19,Female,Business,Logical Thinking,SQL;Python,84,84,75,57,67,92,78,89.2,Visual,76.71,Introvert,Start a business,High,Research Scientist,Python Basics,STEM Scholarship
2706,Student_02706,17,Female,Arts,Communication,Drawing;Marketing;Excel,81,83,58,90,70,83,42,60.2,Kinesthetic,72.43,Introvert,Get a good job,Medium,Civil Engineer,Data Science Intro,Arts Talent Scholarship
2707,Student_02707,18,Female,Science,Leadership,Public Speaking;UI Design,97,50,93,58,74,70,71,71.6,Reading/Writing,73.29,Introvert,Get a good job,High,Research Scientist,Data Science Intro,Arts Talent Scholarship
2708,Student_02708,21,Male,Science,Leadership,Machine Learning,43,42,85,84,93,66,55,70.7,Reading/Writing,66.86,Extrovert,Get a good job,High,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
2709,Student_02709,16,Male,Arts,Creativity,Python,60,89,95,76,70,96,62,78.3,Auditory,78.29,Extrovert,Higher studies,High,Civil Engineer,Biology 101,Arts Talent Scholarship
2710,Student_02710,21,Female,Business,Communication,Physics,72,66,75,60,100,64,96,81.6,Visual,76.14,Ambivert,Develop new skills,Medium,Teacher,Business Management,Need-based Aid
2711,Student_02711,22,Male,Medicine,Communication,Public Speaking;Statistics;Biology,42,43,43,51,61,62,56,76.2,Kinesthetic,51.14,Extrovert,Higher studies,Low,Teacher,Biology 101,Arts Talent Scholarship
2712,Student_02712,16,Other,Technology,Logical Thinking,SQL;Marketing;Machine Learning,69,40,58,92,47,84,84,72.5,Visual,67.71,Extrovert,Develop new skills,Low,Designer,Biology 101,National Merit Scholarship
2713,Student_02713,20,Other,Business,Logical Thinking,Statistics,73,46,77,65,81,47,52,81.4,Reading/Writing,63.0,Extrovert,Start a business,Medium,Teacher,Data Science Intro,STEM Scholarship
2714,Student_02714,22,Male,Sports,Creativity,Drawing;Marketing;Statistics,79,82,79,69,94,96,69,88.8,Visual,81.14,Ambivert,Get a good job,Low,Mechanical Engineer,Biology 101,Need-based Aid
2715,Student_02715,18,Male,Medicine,Problem Solving,SQL;Excel,40,95,77,73,61,78,49,77.5,Kinesthetic,67.57,Introvert,Develop new skills,High,Teacher,Biology 101,Arts Talent Scholarship
2716,Student_02716,17,Other,Technology,Analysis,UI Design;SQL,74,77,53,85,72,66,45,75.6,Visual,67.43,Ambivert,Develop new skills,Medium,Mechanical Engineer,Graphic Design,Arts Talent Scholarship
2717,Student_02717,22,Other,Science,Leadership,Biology;Statistics,90,79,66,80,60,50,86,62.7,Reading/Writing,73.0,Ambivert,Get a good job,High,Software Engineer,Machine Learning Basics,Arts Talent Scholarship
2718,Student_02718,17,Other,Maths,Creativity,Python;Physics,60,84,94,71,59,43,48,96.3,Kinesthetic,65.57,Extrovert,Start a business,High,Civil Engineer,Biology 101,Arts Talent Scholarship
2719,Student_02719,19,Other,Maths,Logical Thinking,Java,73,45,54,42,71,73,55,78.0,Auditory,59.0,Introvert,Higher studies,Medium,Teacher,Python Basics,STEM Scholarship
2720,Student_02720,17,Other,Technology,Communication,UI Design;Drawing;Biology,51,91,63,84,73,43,87,67.2,Kinesthetic,70.29,Extrovert,Develop new skills,Low,Data Analyst,Machine Learning Basics,Need-based Aid
2721,Student_02721,16,Other,Design,Communication,Physics,46,98,90,58,78,48,72,92.9,Auditory,70.0,Introvert,Develop new skills,High,Software Engineer,Data Science Intro,STEM Scholarship
2722,Student_02722,15,Female,Technology,Logical Thinking,Drawing,73,87,44,42,64,40,89,85.3,Reading/Writing,62.71,Extrovert,Higher studies,Medium,Teacher,Data Science Intro,STEM Scholarship
2723,Student_02723,18,Other,Medicine,Problem Solving,Machine Learning,96,87,64,53,55,86,63,75.9,Visual,72.0,Ambivert,Develop new skills,High,Doctor,Business Management,Need-based Aid
2724,Student_02724,14,Male,Business,Creativity,Physics,86,86,96,45,57,83,80,98.3,Auditory,76.14,Extrovert,Get a good job,Medium,Doctor,Math Foundations,STEM Scholarship
2725,Student_02725,20,Other,Business,Problem Solving,UI Design;Machine Learning,59,74,63,50,64,43,80,95.3,Auditory,61.86,Ambivert,Higher studies,Medium,Teacher,Math Foundations,Need-based Aid
2726,Student_02726,16,Male,Technology,Problem Solving,UI Design;Physics,91,92,97,55,42,88,65,95.8,Visual,75.71,Introvert,Get a good job,Low,Teacher,Graphic Design,STEM Scholarship
2727,Student_02727,21,Female,Arts,Creativity,Python;SQL,71,42,88,63,66,75,90,96.1,Auditory,70.71,Introvert,Start a business,Medium,Entrepreneur,Biology 101,STEM Scholarship
2728,Student_02728,22,Female,Maths,Leadership,SQL,56,96,53,79,76,89,68,71.9,Reading/Writing,73.86,Ambivert,Get a good job,Low,Entrepreneur,Math Foundations,Arts Talent Scholarship
2729,Student_02729,21,Other,Sports,Creativity,Python;Public Speaking;Excel,87,48,65,80,64,40,76,87.0,Visual,65.71,Extrovert,Start a business,Medium,Entrepreneur,Python Basics,National Merit Scholarship
2730,Student_02730,21,Female,Science,Communication,Machine Learning;Java,62,90,60,73,78,88,79,85.4,Visual,75.71,Ambivert,Develop new skills,Medium,Research Scientist,Biology 101,Need-based Aid
2731,Student_02731,16,Male,Sports,Creativity,Drawing;Python,56,55,41,43,65,55,84,62.6,Visual,57.0,Introvert,Develop new skills,High,Civil Engineer,Machine Learning Basics,National Merit Scholarship
2732,Student_02732,17,Female,Sports,Communication,Statistics;Machine Learning;UI Design,94,59,85,49,93,43,93,66.2,Reading/Writing,73.71,Introvert,Higher studies,Low,Designer,Data Science Intro,Need-based Aid
2733,Student_02733,15,Female,Science,Logical Thinking,Machine Learning,58,99,61,59,48,49,56,89.5,Auditory,61.43,Introvert,Start a business,Low,Software Engineer,Data Science Intro,STEM Scholarship
2734,Student_02734,16,Other,Science,Problem Solving,Statistics,52,48,68,73,100,78,50,81.8,Auditory,67.0,Extrovert,Higher studies,Medium,Software Engineer,Math Foundations,Need-based Aid
2735,Student_02735,15,Other,Sports,Communication,Drawing,78,60,64,47,80,100,71,99.9,Auditory,71.43,Ambivert,Start a business,High,Research Scientist,Graphic Design,Need-based Aid
2736,Student_02736,21,Female,Technology,Problem Solving,Excel;Public Speaking;Machine Learning,77,99,63,53,64,44,97,71.0,Auditory,71.0,Introvert,Develop new skills,Low,Software Engineer,Biology 101,STEM Scholarship
2737,Student_02737,17,Female,Science,Creativity,Biology;Statistics,86,61,67,70,93,86,50,76.9,Reading/Writing,73.29,Ambivert,Higher studies,Medium,Doctor,Business Management,STEM Scholarship
2738,Student_02738,18,Female,Design,Logical Thinking,Public Speaking;Biology,74,86,87,51,84,59,52,97.9,Auditory,70.43,Introvert,Start a business,Medium,Doctor,Business Management,STEM Scholarship
2739,Student_02739,16,Male,Arts,Leadership,Biology,73,86,90,45,52,72,100,97.1,Auditory,74.0,Ambivert,Higher studies,Low,Entrepreneur,Business Management,National Merit Scholarship
2740,Student_02740,20,Male,Design,Logical Thinking,Excel,95,85,58,98,92,94,42,95.1,Visual,80.57,Extrovert,Start a business,Low,Doctor,Graphic Design,Arts Talent Scholarship
2741,Student_02741,16,Male,Arts,Communication,Java;Public Speaking,83,41,73,82,92,81,76,68.8,Auditory,75.43,Ambivert,Start a business,Low,Teacher,Biology 101,STEM Scholarship
2742,Student_02742,17,Male,Design,Communication,Physics,99,52,94,61,75,92,91,89.1,Auditory,80.57,Introvert,Develop new skills,High,Entrepreneur,Machine Learning Basics,National Merit Scholarship
2743,Student_02743,14,Female,Sports,Problem Solving,Machine Learning;Marketing;Physics,75,70,63,76,62,43,72,88.0,Auditory,65.86,Extrovert,Develop new skills,Low,Designer,Data Science Intro,STEM Scholarship
2744,Student_02744,14,Male,Design,Problem Solving,Java;Statistics;SQL,67,78,92,59,72,92,59,75.8,Reading/Writing,74.14,Extrovert,Develop new skills,High,Entrepreneur,Data Science Intro,National Merit Scholarship
2745,Student_02745,18,Other,Sports,Logical Thinking,Machine Learning;Java,95,63,42,75,80,89,64,82.9,Auditory,72.57,Extrovert,Get a good job,High,Doctor,Graphic Design,STEM Scholarship
2746,Student_02746,19,Other,Technology,Logical Thinking,Statistics,87,82,43,97,88,95,63,74.2,Reading/Writing,79.29,Introvert,Start a business,Low,Doctor,Biology 101,Need-based Aid
2747,Student_02747,21,Female,Science,Logical Thinking,Marketing;Python;Physics,76,65,59,70,42,55,52,77.0,Kinesthetic,59.86,Introvert,Start a business,Medium,Designer,Math Foundations,STEM Scholarship
